localidad,tipo,distancia,fuente,fecha_datetime,año,mes,día_semana,distancia_km,nombre_evento,semana,eventos_semana,semana_libre
"Alacant, Benidorm",Natación,10000 m,runedia,2025-05-10,2025,5,Sábado,10.0,Mediterranean Costa Challenge Benidorm - PRO,19,294,False
"Alacant, Castalla",Montaña,14600 m,runedia,2025-05-10,2025,5,Sábado,14.6,"Marcha Trail Castalla, Trail Vall del Joguet",19,294,False
"València, Gandia",Asfalto,5000 m,runedia,2025-05-10,2025,5,Sábado,5.0,Run for Parkinson Gandia,19,294,False
"Alacant, Alicante",Btt,30000 m,runedia,2025-05-10,2025,5,Sábado,30.0,Marcha Cicloturista Btt Ciudad de Alicante,19,294,False
"València, Algímia De Alfara",Montaña,15000 m,runedia,2025-05-10,2025,5,Sábado,15.0,VIII Gran Fons-Trail Vistes d'Algímia,19,294,False
"València, Xeraco",Canicross,2200 m,runedia,2025-05-10,2025,5,Sábado,2.2,Correcan Xeraco,19,294,False
"València, Valencia",Asfalto,5000 m,runedia,2025-05-10,2025,5,Sábado,5.0,Carrera por la Integración,19,294,False
"València, Sagunto",Montaña,7000 m,runedia,2025-05-10,2025,5,Sábado,7.0,Trail CEAS Sagunto 7k,19,294,False
"València, Carlet",Btt,47000 m,runedia,2025-05-10,2025,5,Sábado,47.0,Marcha BTT Ciutat de Carlet,19,294,False
"Alacant, Benidorm",Natación,2000 m,runedia,2025-05-10,2025,5,Sábado,2.0,Mediterranean Costa Challenge Benidorm - POPULAR,19,294,False
"Alacant, Alicantes",Asfalto,8000 m,runedia,2025-05-10,2025,5,Sábado,8.0,Carrera solidaria Policía local de Alicante,19,294,False
"Alacant, Tibi",Btt,30000 m,runedia,2025-05-10,2025,5,Sábado,30.0,Marcha BTT Villa de Tibi - Superprestigio,19,294,False
"Alacant, Almoradí",Asfalto,10000 m,runedia,2025-05-10,2025,5,Sábado,10.0,10 Km Villa de Almoradí,19,294,False
"València, Valencia",Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Reto AVAPACE Corre 50 10K en 50 horas,19,294,False
"València, Quesa",Asfalto,8500 m,runedia,2025-05-11,2025,5,Domingo,8.5,Carrera popular de Quesa,19,294,False
"Benidorm, Alicante/A...",Running/Atletismo,,rockthesport,2025-05-11,2025,5,Domingo,,"VI Cross Solidario ""Doble Amor"" #Benidorm 2025",19,294,False
East Peoria,Asfalto,21097 m,runedia,2025-05-11,2025,5,Domingo,21.1,Blue Chevy Trail Classic Half Marathon and 10k,19,294,False
Kone,Montaña,6700 m,runedia,2025-05-11,2025,5,Domingo,6.7,"Raid Province Nord 2 / 6,7 km TC",19,294,False
"Tarragona, L'Aldea",Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Marxa Sant Silvestre l'Aldea,19,294,False
Walhalla,Bici Carretera,96560 m,runedia,2025-05-11,2025,5,Domingo,96.56,Rally in the Valley,19,294,False
Quakertown,Bici Carretera,38624 m,runedia,2025-05-11,2025,5,Domingo,38.62,Amy´s Ride/Run/Walk Against Pancreatic Cancer,19,294,False
Walhalla,Bici Carretera,48280 m,runedia,2025-05-11,2025,5,Domingo,48.28,Rally in the Valley,19,294,False
Gb,Asfalto,42165 m,runedia,2025-05-11,2025,5,Domingo,42.16,ASICS Windermere Marathon - Brathay 10in10,19,294,False
Quakertown,Asfalto,4989 m,runedia,2025-05-11,2025,5,Domingo,4.99,Amy´s Ride/Run/Walk Against Pancreatic Cancer,19,294,False
Quakertown,Bici Carretera,67592 m,runedia,2025-05-11,2025,5,Domingo,67.59,Amy´s Ride/Run/Walk Against Pancreatic Cancer,19,294,False
Fayetteville,,30000 m,runedia,2025-05-11,2025,5,Domingo,30.0,Raptor Adventure Series,19,294,False
"Pontevedra, Salceda De Caselas",Tierra,25000 m,runedia,2025-05-11,2025,5,Domingo,25.0,Andaina Concello Salceda de Caselas - 25K,19,294,False
Fairbanks,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,RCN Track interval training,19,294,False
"Cuenca, Taracón",Otros,6500 m,runedia,2025-05-11,2025,5,Domingo,6.5,Rutánsares - Senderista,19,294,False
"Pontevedra, Salceda De Caselas",Tierra,50000 m,runedia,2025-05-11,2025,5,Domingo,50.0,Andaina Concello Salceda de Caselas - 50K,19,294,False
East Islip,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Real-Aid For Autism,19,294,False
Antananarivo,Montaña,1250 m,runedia,2025-05-11,2025,5,Domingo,1.25,Red Island Raid Madagascar,19,294,False
Fayetteville,Bici Carretera,310603 m,runedia,2025-05-11,2025,5,Domingo,310.6,Raptor Adventure Series,19,294,False
Shreveport,Asfalto,21097 m,runedia,2025-05-11,2025,5,Domingo,21.1,Radiance Technologies Independence Bowl Kickoff K´s: 5K & Half-Marathon,19,294,False
Gb,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,RunThrough Hyde Park 5k & 10k - RunThrough Hyde Park 10k,19,294,False
Gb,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,RunThrough Hyde Park 5k & 10k - RunThrough Hyde Park 5k,19,294,False
Mccall,Montaña,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Sharlie Shuffle,19,294,False
México Df,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Carrera Día de las Madres,19,294,False
Bountiful,Triatlón,6414 m,runedia,2025-05-11,2025,5,Domingo,6.41,South Davis Splash N´ Sprint Triathlon,19,294,False
"Zapopan, Jalisco",Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Carrera GU Chase The Yeti - 10K,19,294,False
"Guipuzkoa, Segura-Zerain",Montaña,15000 m,runedia,2025-05-11,2025,5,Domingo,15.0,Segura-Zerain Sprint,19,294,False
Kone,Montaña,20200 m,runedia,2025-05-11,2025,5,Domingo,20.2,"Raid Province Nord 2 / 20,2 km TC",19,294,False
"Guipuzkoa, Segura-Zerain",Montaña,25000 m,runedia,2025-05-11,2025,5,Domingo,25.0,Segura Zerain Mendi Lasterketa Trail,19,294,False
"Bouches-Du-Rhône, Pelissanne",Raid,25000 m,runedia,2025-05-11,2025,5,Domingo,25.0,"Raid Aventure Pelissanne / 2,3, 15 et 25km",19,294,False
Seymour,Asfalto,21097 m,runedia,2025-05-11,2025,5,Domingo,21.1,Seymour Half Marathon,19,294,False
Shepherdstown,Btt,80467 m,runedia,2025-05-11,2025,5,Domingo,80.47,Casa River Century,19,294,False
Gb,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Rock ´n´ Roll Liverpool Marathon and Half Marathon - Rock ´n´ Roll Liverpool 5k,19,294,False
Houston,Triatlón,28485 m,runedia,2025-05-11,2025,5,Domingo,28.48,Root River Triathlon,19,294,False
Gb,Asfalto,6437 m,runedia,2025-05-11,2025,5,Domingo,6.44,Rose Inn Race Series,19,294,False
Gb,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Askern 10km - Main event,19,294,False
Sinaai,Asfalto,16090 m,runedia,2025-05-11,2025,5,Domingo,16.09,RTS Bokkenloop,19,294,False
San Pedro De Atacama,Tierra,50000 m,runedia,2025-05-11,2025,5,Domingo,50.0,Atacama xtreme,19,294,False
México Df,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Run For Parkinson,19,294,False
"Sevilla, Sevilla",Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,CARRERA POR LA SALUD MENTAL,19,294,False
Las Vegas,Obstáculos,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Badass Dash,19,294,False
"Sevilla, Pedrera - Gilena",Asfalto,7000 m,runedia,2025-05-11,2025,5,Domingo,7.0,Carrera del deporte y la amistad Pedrera -Gilena,19,294,False
Pinson,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Band Together,19,294,False
Asheboro,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Run Your Tail Off,19,294,False
Barre,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Barre Town Spring Run,19,294,False
Lorton,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,RunFit Kidz,19,294,False
Secaucus,Obstáculos,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Battle of The Frontlines by City Challenge Race,19,294,False
Gb,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,RunThrough Chase the Sun Crystal Palace 5k & 10k - RunThrough Crystal Palace 10k,19,294,False
Gb,Asfalto,42165 m,runedia,2025-05-11,2025,5,Domingo,42.16,Bentham Marathon,19,294,False
Gb,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,RunThrough Chase the Sun Crystal Palace 5k & 10k - RunThrough Crystal Palace 5k,19,294,False
Rochester,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Run Michigan Cheap-Rochester 3,19,294,False
Potosi,Asfalto,42195 m,runedia,2025-05-11,2025,5,Domingo,42.2,Berryman Marathon/50 Mile,19,294,False
"La Rioja, Nalda",Montaña,28000 m,runedia,2025-05-11,2025,5,Domingo,28.0,Rioja Ultra Trail - Ruta de la Aventura - 2a etapa,19,294,False
Alemania,Btt,100000 m,runedia,2025-05-11,2025,5,Domingo,100.0,ALB-GOLD Juniors-Cup Junior Event,19,294,False
Oak Ridge,Tierra,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Run Under The Stars?,19,294,False
"Zapopan, Jalisco",Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Carrera GU Chase The Yeti - 5K,19,294,False
Vacherie,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Reveille at Oak Alley Run/Walk,19,294,False
Marysville,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Spring Dash 5k,19,294,False
Drexel Hill,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Brad Schoener Memorial Fund 5k,19,294,False
Saint Igance,Asfalto,21097 m,runedia,2025-05-11,2025,5,Domingo,21.1,Saint Ignace Rock & Run,19,294,False
"Albacete, Ossa De Montiel",Btt,250000 m,runedia,2025-05-11,2025,5,Domingo,250.0,Gigante Lagunas De Ruidera - Ultra Maratón BTT,19,294,False
Waukesha,Triatlón,24945 m,runedia,2025-05-11,2025,5,Domingo,24.95,Bravado Challenge,19,294,False
Friday Harbor,Asfalto,21097 m,runedia,2025-05-11,2025,5,Domingo,21.1,San Juan Island Half Marathon,19,294,False
Hurricane,Triatlón,51550 m,runedia,2025-05-11,2025,5,Domingo,51.55,Sand Hollow Triathlon,19,294,False
Gb,Asfalto,4828 m,runedia,2025-05-11,2025,5,Domingo,4.83,British Masters Open Road Relay Championships - 32nd British  Masters Open Road Relay Championships,19,294,False
Hurricane,Triatlón,25695 m,runedia,2025-05-11,2025,5,Domingo,25.7,Sand Hollow Triathlon,19,294,False
"Huesca, Boltaña",Montaña,25000 m,runedia,2025-05-11,2025,5,Domingo,25.0,"Carrera ""O viento rondador"" de Boltaña - 25k",19,294,False
"Eivissa I Form., Formentera",Asfalto,21097 m,runedia,2025-05-11,2025,5,Domingo,21.1,Mitja Marató Popular Illa de Formentera,19,294,False
Hurricane,Duatlón,51550 m,runedia,2025-05-11,2025,5,Domingo,51.55,Sand Hollow Triathlon,19,294,False
Brewton,Asfalto,4827 m,runedia,2025-05-11,2025,5,Domingo,4.83,Burnt Corn Creek Run,19,294,False
Hurricane,Duatlón,29934 m,runedia,2025-05-11,2025,5,Domingo,29.93,Sand Hollow Triathlon,19,294,False
"Cuenca, Mota Del Cuervo",Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,C.P. Subida a los Molinos de Mota del Cuervo,19,294,False
Ilwaco,Triatlón,24801 m,runedia,2025-05-11,2025,5,Domingo,24.8,Cape-D Sprint Triathlon,19,294,False
"València, Beniatjar",Btt,49000 m,runedia,2025-05-11,2025,5,Domingo,49.0,V Marcha BTT Castelló de Rugat,19,294,False
San Antonio,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,SARR Wednesday Night Zoo Run,19,294,False
"Alacant, Tibi",Btt,12000 m,runedia,2025-05-11,2025,5,Domingo,12.0,VII Marcha BTT Villa de Tibi,19,294,False
Steamboat Springs,Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Spirit Challenge,19,294,False
China - Yunnan,Montaña,55800 m,runedia,2025-05-11,2025,5,Domingo,55.8,Shangri-la ultra marathon meri,19,294,False
"Barcelona, Valls De Torroella",Montaña,18000 m,runedia,2025-05-11,2025,5,Domingo,18.0,BIRRES TRAIL,19,294,False
Rockingham,Obstáculos,4989 m,runedia,2025-05-11,2025,5,Domingo,4.99,Spring Rugged Maniac Obstacle Race - NC,19,294,False
Longmont,Triatlón,25745 m,runedia,2025-05-11,2025,5,Domingo,25.75,Summer Open Sprint Triathlon,19,294,False
Shepherdstown,Btt,160934 m,runedia,2025-05-11,2025,5,Domingo,160.93,Casa River Century,19,294,False
Geneseo,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Strollin for the Colon,19,294,False
Shepherdstown,Btt,40234 m,runedia,2025-05-11,2025,5,Domingo,40.23,Casa River Century,19,294,False
Gb,Asfalto,8047 m,runedia,2025-05-11,2025,5,Domingo,8.05,Stone 5 Mile,19,294,False
Gb,Asfalto,3219 m,runedia,2025-05-11,2025,5,Domingo,3.22,Sri Chinmoy Bristol Race Series - Sri Chinmoy Race Series,19,294,False
"Barcelona, Vallgorguina",Montaña,21000 m,runedia,2025-05-11,2025,5,Domingo,21.0,Xtrail Series Run Vallgorguina XTREM,19,294,False
Gb,Asfalto,1609 m,runedia,2025-05-11,2025,5,Domingo,1.61,Sri Chinmoy Bristol Race Series - Sri Chinmoy Junior Race Series,19,294,False
"Barcelona, Vallgorguina",Montaña,15000 m,runedia,2025-05-11,2025,5,Domingo,15.0,Xtrail Series Run Vallgorguina TRAIL,19,294,False
"Albacete, Ossa De Montiel",Btt,125000 m,runedia,2025-05-11,2025,5,Domingo,125.0,Gigante Lagunas De Ruidera - Maratón BTT,19,294,False
"València, Barrio Del Cristo",Asfalto,4100 m,runedia,2025-05-11,2025,5,Domingo,4.1,XXI Volta a peu Barrio del Cristo,19,294,False
"Alacant, Alicante",Triatlón,53500 m,runedia,2025-05-11,2025,5,Domingo,53.5,TriWhite Alicante - Olimpico,19,294,False
"Castelló, Chovar",Montaña,19400 m,runedia,2025-05-11,2025,5,Domingo,19.4,Marcha carrera Sierra Espadan Chovar,19,294,False
Gb,Asfalto,5000 m,runedia,2025-05-11,2025,5,Domingo,5.0,Sexarathon Phoenix Flyer 5k - Adult main event,19,294,False
"València, Benagéber",Triatlón,25000 m,runedia,2025-05-11,2025,5,Domingo,25.0,MITIC Triatló Benagéber,19,294,False
"Alacant, Jesús Pobre",Ruta,9800 m,runedia,2025-05-11,2025,5,Domingo,9.8,Cursa Popular a Jesús Pobre,19,294,False
"Castelló, Castelló",Montaña,118000 m,runedia,2025-05-11,2025,5,Domingo,118.0,CSP115 Castelló-Penyagolosa,19,294,False
"València, Massamagrell",Ruta,15000 m,runedia,2025-05-11,2025,5,Domingo,15.0,15Km Villa de Massamagrell,19,294,False
"Huesca, Boltaña",Montaña,11000 m,runedia,2025-05-11,2025,5,Domingo,11.0,"Carrera ""O viento rondador"" de Boltaña - 11k",19,294,False
"Almería, Bedar",Asfalto,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Carrera popular Bedar - Circuito dip. Almería,19,294,False
"Barcelona, Vallgorguina",Montaña,10000 m,runedia,2025-05-11,2025,5,Domingo,10.0,Xtrail Series Run Vallgorguina SHORT,19,294,False
"Huesca, Boltaña",Montaña,42500 m,runedia,2025-05-11,2025,5,Domingo,42.5,"Carrera ""O viento rondador"" de Boltaña - 42.5km",19,294,False
"València, Canet D'Enberenguer",Triatlón,102900 m,runedia,2025-05-11,2025,5,Domingo,102.9,Triatlón media distancia canet d´en Berenguer,19,294,False
"Alacant, Alcoi",Montaña,45000 m,runedia,2025-05-11,2025,5,Domingo,45.0,Trail solidari Ciutat D'Alcoi,19,294,False
Gb,Asfalto,8047 m,runedia,2025-05-11,2025,5,Domingo,8.05,Agden Against Alzheimer´s,19,294,False
"València, Puçol",Triatlón,300 m,runedia,2025-05-11,2025,5,Domingo,300.0,Triatló de puçol,19,294,False
"Zaragoza, Luna",Btt,63000 m,runedia,2025-05-11,2025,5,Domingo,63.0,BTT Milhombres,19,294,False
"València, Alcàsser",Asfalto,21097 m,runedia,2025-05-12,2025,5,Lunes,21.1,Mitja Marathon Alcàsser,20,170,False
"Castelló, Montanejos",Btt,43000 m,runedia,2025-05-12,2025,5,Lunes,43.0,Mtb Festival Alto Mijares,20,170,False
"València, Manises",Asfalto,10000 m,runedia,2025-05-12,2025,5,Lunes,10.0,10k Manises  Memorial Juan Ramón Ferrer,20,170,False
"Castelló, Castelló",Montaña,108000 m,runedia,2025-05-12,2025,5,Lunes,108.0,Penyagolosa Trails CSP115,20,170,False
"Castelló, Montanejos",Btt,90000 m,runedia,2025-05-12,2025,5,Lunes,90.0,Mtb Festival Alto Mijares - 90k,20,170,False
"València, Moncada",Otros,8200 m,runedia,2025-05-12,2025,5,Lunes,8.2,Crazy Race,20,170,False
"València, Torrent",Asfalto,6400 m,runedia,2025-05-12,2025,5,Lunes,6.4,Cursa contra la Droga - Memorial Benito Pozo,20,170,False
"Alacant, Elche",Asfalto,6000 m,runedia,2025-05-12,2025,5,Lunes,6.0,Green Race UMH,20,170,False
"Alacant, Alicante",Triatlón,25750 m,runedia,2025-05-12,2025,5,Lunes,25.75,Alicante Triatlón - Sprint,20,170,False
"València, Puçol",Triatlón,25750 m,runedia,2025-05-12,2025,5,Lunes,25.75,Triatló vila de puçol,20,170,False
"València, Massamagrell",Ruta,15000 m,runedia,2025-05-12,2025,5,Lunes,15.0,XI 15Km Villa de Massamagrell,20,170,False
"Castelló, Castelló",Montaña,115000 m,runedia,2025-05-12,2025,5,Lunes,115.0,CSP115 Castelló-Penyagolosa,20,170,False
"València, Valencia",Ruta,5000 m,runedia,2025-05-12,2025,5,Lunes,5.0,La Sansi Valencia 5k,20,170,False
"València, Torrent",Bici Carretera,98000 m,runedia,2025-05-12,2025,5,Lunes,98.0,Rompecadenas - Medio Fondo,20,170,False
"Castelló, Oropesa Del Mar",Triatlón,5500 m,runedia,2025-05-13,2025,5,Martes,5.5,Triatlón Oropesa del Mar - Olimpico+,20,170,False
"València, Valencia",Triatlón,25750 m,runedia,2025-05-13,2025,5,Martes,25.75,Santander Triathlon Series Valencia - Sprint,20,170,False
"València, Torrent",Bici Carretera,185000 m,runedia,2025-05-13,2025,5,Martes,185.0,Rompecadenas,20,170,False
"Castelló, Oropesa Del Mar",Triatlón,112900 m,runedia,2025-05-13,2025,5,Martes,112.9,Triatlón Oropesa del Mar - Half,20,170,False
"València, Benigànim",Montaña,14000 m,runedia,2025-05-13,2025,5,Martes,14.0,Sprintrail Senders de Romaguera,20,170,False
"València, Valencia",Triatlón,51500 m,runedia,2025-05-13,2025,5,Martes,51.5,Santander Triathlon Series Valencia - Olímpic,20,170,False
"València, L'Olleria",Obstáculos,10000 m,runedia,2025-05-13,2025,5,Martes,10.0,Egyptian Race Olleria,20,170,False
"Alacant, Elche",Asfalto,6000 m,runedia,2025-05-13,2025,5,Martes,6.0,III Green Race UMH,20,170,False
"València, Gátova",Montaña,21097 m,runedia,2025-05-13,2025,5,Martes,21.1,Media Maratón de montaña de Gátova,20,170,False
"València, Alcàsser",Asfalto,21097 m,runedia,2025-05-13,2025,5,Martes,21.1,35 Mitja Marató Alcàsser,20,170,False
"València, Benigànim",Caminata,110000 m,runedia,2025-05-13,2025,5,Martes,110.0,Caminada Senders de Romaguera,20,170,False
"València, Benigànim",Montaña,24000 m,runedia,2025-05-13,2025,5,Martes,24.0,Trail Senders de Romaguera,20,170,False
"València, Cofrentes",Bici Carretera,159000 m,runedia,2025-05-13,2025,5,Martes,159.0,Marcha Cicloturista Los Castillos de Ayora APLAZADA,20,170,False
"Alacant, Lugo",Obstáculos,9000 m,runedia,2025-05-13,2025,5,Martes,9.0,Pretorian Race,20,170,False
"València, Alcàsser",Asfalto,10000 m,runedia,2025-05-13,2025,5,Martes,10.0,10k d'Alcàsser,20,170,False
"València, Ayora",Btt,145000 m,runedia,2025-05-13,2025,5,Martes,145.0,Marcha Btt Ruta de los Castillos APLAZADA,20,170,False
"Alacant, Alicante",Triatlón,13350 m,runedia,2025-05-13,2025,5,Martes,13.35,Alicante Triatlón - Supersprint,20,170,False
"València, Valencia",Triatlón,12850 m,runedia,2025-05-13,2025,5,Martes,12.85,Santander Triathlon Series Valencia - Super Sprint,20,170,False
"València, Palma De Gandia",Pista,15500 m,runedia,2025-05-14,2025,5,Miércoles,15.5,Cursa per Muntanya Palma - Ador,20,170,False
"València, Alcublas",Montaña,22000 m,runedia,2025-05-14,2025,5,Miércoles,22.0,Desafío Alcublas 22k,20,170,False
"Alacant, Alicante",Asfalto,21097 m,runedia,2025-05-14,2025,5,Miércoles,21.1,Media Maratón Alicante,20,170,False
"València, Almussafes",Asfalto,5000 m,runedia,2025-05-14,2025,5,Miércoles,5.0,Carrera Solidaria Almussafes contra el càncer,20,170,False
"Alacant, Salinas",Montaña,17400 m,runedia,2025-05-14,2025,5,Miércoles,17.4,Carrera de montaña Sierra de Salinas,20,170,False
"Alacant, Alicante",Asfalto,5000 m,runedia,2025-05-14,2025,5,Miércoles,5.0,5km de la Media Maratón de Alicante,20,170,False
"València, Alcublas",Montaña,8200 m,runedia,2025-05-14,2025,5,Miércoles,8.2,Carrera Montañas de Alcublas,20,170,False
"València, Enguera",Montaña,10000 m,runedia,2025-05-14,2025,5,Miércoles,10.0,Marcha Umbría - La Plana,20,170,False
"Alacant, Altea",Natación,5500 m,runedia,2025-05-14,2025,5,Miércoles,5.5,"Mediterranean Coast Challenge - 5,5km",20,170,False
"Alacant, Altea",Natación,10000 m,runedia,2025-05-14,2025,5,Miércoles,10.0,Mediterranean Coast Challenge - PRO,20,170,False
"Alacant, Altea",Natación,2000 m,runedia,2025-05-14,2025,5,Miércoles,2.0,Mediterranean Coast Challenge - Popular,20,170,False
"València, Alcublas",Montaña,12000 m,runedia,2025-05-14,2025,5,Miércoles,12.0,Desafío Alcublas 12k,20,170,False
"Alacant, Alcoi",Montaña,19000 m,runedia,2025-05-14,2025,5,Miércoles,19.0,Pujada al Montcabrer - 19Km,20,170,False
"Alacant, Teulada",Ruta,11000 m,runedia,2025-05-14,2025,5,Miércoles,11.0,Cursa popular a Teulada,20,170,False
"Castelló, Vila-Real",Asfalto,2000 m,runedia,2025-05-14,2025,5,Miércoles,2.0,Cronopujada al Campanar de Vila-Real,20,170,False
"Castelló, Vall D'Uixó",Montaña,106000 m,runedia,2025-05-14,2025,5,Miércoles,106.0,UTES sierra de Espadan,20,170,False
"Castelló, Castelló",Travesía,65000 m,runedia,2025-05-14,2025,5,Miércoles,65.0,Marató i Mitja Penyagolosa,20,170,False
"València, Lloc Nou De Sant Jeroni",Obstáculos,4000 m,runedia,2025-05-14,2025,5,Miércoles,4.0,Medieval Xtrem Race Lloc Nou de Sant Jeroni -4k,20,170,False
"Alacant, Xixona",Asfalto,5000 m,runedia,2025-05-14,2025,5,Miércoles,5.0,Cursa Solidària Ciutat de Xixona - 5k,20,170,False
"València, Algímia De Alfara",Montaña,21000 m,runedia,2025-05-14,2025,5,Miércoles,21.0,Trail d'Algímia,20,170,False
"València, Algímia De Alfara",Montaña,8500 m,runedia,2025-05-14,2025,5,Miércoles,8.5,Trail d'Algímia - Sprint,20,170,False
"València, Ribarroja Del Túria",Btt,42000 m,runedia,2025-05-14,2025,5,Miércoles,42.0,MTB Montes del Turia,20,170,False
